 
****************************************
Report : area
Design : Baseline_4KB
Version: O-2018.06-SP5-5
Date   : Tue Feb  3 05:06:24 2026
****************************************

Library(s) Used:

    tcbn22ullbwp30p140tt0p9v25c (File: /home21/longyang/common/share/tsmc22/tcbn22ullbwp30p140_110b/tcbn22ullbwp30p140_110b/AN61001_20201222/TSMCHOME/digital/Front_End/timing_power_noise/NLDM/tcbn22ullbwp30p140_110b/tcbn22ullbwp30p140tt0p9v25c.db)

Number of ports:                       732677
Number of nets:                       5300530
Number of cells:                      4620723
Number of combinational cells:        3799702
Number of sequential cells:            804365
Number of macros/black boxes:               0
Number of buf/inv:                     379754
Number of references:                    3237

Combinational area:            2464309.603857
Buf/Inv area:                   101492.748947
Noncombinational area:         1573477.267209
Macro/Black Box area:                0.000000
Net Interconnect area:      undefined  (Wire load has zero net area)

Total cell area:               4037786.871065
Total area:                 undefined

Hierarchical area distribution
------------------------------

                                  Global cell area                Local cell area
                                  ---------------------  ---------------------------------- 
Hierarchical cell                 Absolute      Percent  Combi-        Noncombi-     Black-
                                  Total         Total    national      national      boxes   Design
VFU_4_ctrl_146/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_377_DW01_inc_0
VFU_4_ctrl_146/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_377
VFU_4_ctrl_147                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_376
VFU_4_ctrl_147/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_376_DW01_inc_0
VFU_4_ctrl_147/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_376
VFU_4_ctrl_148                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_375
VFU_4_ctrl_148/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_375_DW01_inc_0
VFU_4_ctrl_148/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_375
VFU_4_ctrl_149                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_374
VFU_4_ctrl_149/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_374_DW01_inc_0
VFU_4_ctrl_149/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_374
VFU_4_ctrl_15                         612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_508
VFU_4_ctrl_15/add_45                   14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_508_DW01_inc_0
VFU_4_ctrl_15/vn4_inst                151.0740      0.0      151.0740        0.0000  0.0000  vn4_508
VFU_4_ctrl_150                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_373
VFU_4_ctrl_150/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_373_DW01_inc_0
VFU_4_ctrl_150/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_373
VFU_4_ctrl_151                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_372
VFU_4_ctrl_151/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_372_DW01_inc_0
VFU_4_ctrl_151/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_372
VFU_4_ctrl_152                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_371
VFU_4_ctrl_152/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_371_DW01_inc_0
VFU_4_ctrl_152/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_371
VFU_4_ctrl_153                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_370
VFU_4_ctrl_153/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_370_DW01_inc_0
VFU_4_ctrl_153/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_370
VFU_4_ctrl_154                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_369
VFU_4_ctrl_154/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_369_DW01_inc_0
VFU_4_ctrl_154/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_369
VFU_4_ctrl_155                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_368
VFU_4_ctrl_155/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_368_DW01_inc_0
VFU_4_ctrl_155/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_368
VFU_4_ctrl_156                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_367
VFU_4_ctrl_156/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_367_DW01_inc_0
VFU_4_ctrl_156/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_367
VFU_4_ctrl_157                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_366
VFU_4_ctrl_157/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_366_DW01_inc_0
VFU_4_ctrl_157/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_366
VFU_4_ctrl_158                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_365
VFU_4_ctrl_158/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_365_DW01_inc_0
VFU_4_ctrl_158/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_365
VFU_4_ctrl_159                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_364
VFU_4_ctrl_159/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_364_DW01_inc_0
VFU_4_ctrl_159/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_364
VFU_4_ctrl_16                         612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_507
VFU_4_ctrl_16/add_45                   14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_507_DW01_inc_0
VFU_4_ctrl_16/vn4_inst                151.0740      0.0      151.0740        0.0000  0.0000  vn4_507
VFU_4_ctrl_160                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_363
VFU_4_ctrl_160/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_363_DW01_inc_0
VFU_4_ctrl_160/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_363
VFU_4_ctrl_161                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_362
VFU_4_ctrl_161/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_362_DW01_inc_0
VFU_4_ctrl_161/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_362
VFU_4_ctrl_162                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_361
VFU_4_ctrl_162/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_361_DW01_inc_0
VFU_4_ctrl_162/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_361
VFU_4_ctrl_163                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_360
VFU_4_ctrl_163/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_360_DW01_inc_0
VFU_4_ctrl_163/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_360
VFU_4_ctrl_164                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_359
VFU_4_ctrl_164/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_359_DW01_inc_0
VFU_4_ctrl_164/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_359
VFU_4_ctrl_165                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_358
VFU_4_ctrl_165/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_358_DW01_inc_0
VFU_4_ctrl_165/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_358
VFU_4_ctrl_166                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_357
VFU_4_ctrl_166/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_357_DW01_inc_0
VFU_4_ctrl_166/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_357
VFU_4_ctrl_167                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_356
VFU_4_ctrl_167/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_356_DW01_inc_0
VFU_4_ctrl_167/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_356
VFU_4_ctrl_168                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_355
VFU_4_ctrl_168/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_355_DW01_inc_0
VFU_4_ctrl_168/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_355
VFU_4_ctrl_169                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_354
VFU_4_ctrl_169/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_354_DW01_inc_0
VFU_4_ctrl_169/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_354
VFU_4_ctrl_17                         612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_506
VFU_4_ctrl_17/add_45                   14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_506_DW01_inc_0
VFU_4_ctrl_17/vn4_inst                151.0740      0.0      151.0740        0.0000  0.0000  vn4_506
VFU_4_ctrl_170                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_353
VFU_4_ctrl_170/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_353_DW01_inc_0
VFU_4_ctrl_170/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_353
VFU_4_ctrl_171                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_352
VFU_4_ctrl_171/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_352_DW01_inc_0
VFU_4_ctrl_171/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_352
VFU_4_ctrl_172                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_351
VFU_4_ctrl_172/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_351_DW01_inc_0
VFU_4_ctrl_172/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_351
VFU_4_ctrl_173                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_350
VFU_4_ctrl_173/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_350_DW01_inc_0
VFU_4_ctrl_173/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_350
VFU_4_ctrl_174                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_349
VFU_4_ctrl_174/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_349_DW01_inc_0
VFU_4_ctrl_174/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_349
VFU_4_ctrl_175                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_348
VFU_4_ctrl_175/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_348_DW01_inc_0
VFU_4_ctrl_175/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_348
VFU_4_ctrl_176                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_347
VFU_4_ctrl_176/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_347_DW01_inc_0
VFU_4_ctrl_176/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_347
VFU_4_ctrl_177                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_346
VFU_4_ctrl_177/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_346_DW01_inc_0
VFU_4_ctrl_177/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_346
VFU_4_ctrl_178                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_345
VFU_4_ctrl_178/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_345_DW01_inc_0
VFU_4_ctrl_178/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_345
VFU_4_ctrl_179                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_344
VFU_4_ctrl_179/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_344_DW01_inc_0
VFU_4_ctrl_179/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_344
VFU_4_ctrl_18                         612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_505
VFU_4_ctrl_18/add_45                   14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_505_DW01_inc_0
VFU_4_ctrl_18/vn4_inst                151.0740      0.0      151.0740        0.0000  0.0000  vn4_505
VFU_4_ctrl_180                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_343
VFU_4_ctrl_180/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_343_DW01_inc_0
VFU_4_ctrl_180/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_343
VFU_4_ctrl_181                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_342
VFU_4_ctrl_181/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_342_DW01_inc_0
VFU_4_ctrl_181/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_342
VFU_4_ctrl_182                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_341
VFU_4_ctrl_182/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_341_DW01_inc_0
VFU_4_ctrl_182/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_341
VFU_4_ctrl_183                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_340
VFU_4_ctrl_183/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_340_DW01_inc_0
VFU_4_ctrl_183/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_340
VFU_4_ctrl_184                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_339
VFU_4_ctrl_184/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_339_DW01_inc_0
VFU_4_ctrl_184/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_339
VFU_4_ctrl_185                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_338
VFU_4_ctrl_185/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_338_DW01_inc_0
VFU_4_ctrl_185/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_338
VFU_4_ctrl_186                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_337
VFU_4_ctrl_186/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_337_DW01_inc_0
VFU_4_ctrl_186/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_337
VFU_4_ctrl_187                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_336
VFU_4_ctrl_187/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_336_DW01_inc_0
VFU_4_ctrl_187/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_336
VFU_4_ctrl_188                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_335
VFU_4_ctrl_188/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_335_DW01_inc_0
VFU_4_ctrl_188/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_335
VFU_4_ctrl_189                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_334
VFU_4_ctrl_189/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_334_DW01_inc_0
VFU_4_ctrl_189/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_334
VFU_4_ctrl_19                         612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_504
VFU_4_ctrl_19/add_45                   14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_504_DW01_inc_0
VFU_4_ctrl_19/vn4_inst                151.0740      0.0      151.0740        0.0000  0.0000  vn4_504
VFU_4_ctrl_190                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_333
VFU_4_ctrl_190/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_333_DW01_inc_0
VFU_4_ctrl_190/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_333
VFU_4_ctrl_191                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_332
VFU_4_ctrl_191/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_332_DW01_inc_0
VFU_4_ctrl_191/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_332
VFU_4_ctrl_192                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_331
VFU_4_ctrl_192/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_331_DW01_inc_0
VFU_4_ctrl_192/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_331
VFU_4_ctrl_193                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_330
VFU_4_ctrl_193/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_330_DW01_inc_0
VFU_4_ctrl_193/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_330
VFU_4_ctrl_194                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_329
VFU_4_ctrl_194/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_329_DW01_inc_0
VFU_4_ctrl_194/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_329
VFU_4_ctrl_195                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_328
VFU_4_ctrl_195/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_328_DW01_inc_0
VFU_4_ctrl_195/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_328
VFU_4_ctrl_196                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_327
VFU_4_ctrl_196/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_327_DW01_inc_0
VFU_4_ctrl_196/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_327
VFU_4_ctrl_197                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_326
VFU_4_ctrl_197/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_326_DW01_inc_0
VFU_4_ctrl_197/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_326
VFU_4_ctrl_198                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_325
VFU_4_ctrl_198/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_325_DW01_inc_0
VFU_4_ctrl_198/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_325
VFU_4_ctrl_199                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_324
VFU_4_ctrl_199/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_324_DW01_inc_0
VFU_4_ctrl_199/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_324
VFU_4_ctrl_2                          612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_521
VFU_4_ctrl_2/add_45                    14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_521_DW01_inc_0
VFU_4_ctrl_2/vn4_inst                 151.0740      0.0      151.0740        0.0000  0.0000  vn4_521
VFU_4_ctrl_20                         612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_503
VFU_4_ctrl_20/add_45                   14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_503_DW01_inc_0
VFU_4_ctrl_20/vn4_inst                151.0740      0.0      151.0740        0.0000  0.0000  vn4_503
VFU_4_ctrl_200                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_323
VFU_4_ctrl_200/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_323_DW01_inc_0
VFU_4_ctrl_200/vn4_inst               151.0740      0.0      151.0740        0.0000  0.0000  vn4_323
VFU_4_ctrl_201                        612.1080      0.0      126.8820      319.7880  0.0000  VFU_4_ctrl_322
VFU_4_ctrl_201/add_45                  14.3640      0.0       14.3640        0.0000  0.0000  VFU_4_ctrl_322_DW01_inc_0
